id,description,code,md5,foxdog,hexdigits,lorem,punctuation,zebra
74,"replace spaces with triple spaces then delete all excamation points, question marks, and periods from the string","def process(s):
    s =  s.replace("" "", ""   "")
    s =  """".join([x for x in s if x not in "".!?""])",fc0247cafefef8d8f3c9d52148dddfaa,The   quick   brown   fox   jumps   over   a   lazy   dog,0123456789abcdefABCDEF,"Lorem   ipsum   dolor   sit   amet,   consectetur   adipiscing   elit,   sed   do   eiusmod   tempor   incididunt   ut   labore   et   dolore   magna   aliqua   Ut   enim   ad   minim   veniam,   quis   nostrud   exercitation   ullamco   laboris   nisi   ut   aliquip   ex   ea   commodo   consequat   Duis   aute   irure   dolor   in   reprehenderit   in   voluptate   velit   esse   cillum   dolore   eu   fugiat   nulla   pariatur   Excepteur   sint   occaecat   cupidatat   non   proident,   sunt   in   culpa   qui   officia   deserunt   mollit   anim   id   est   laborum","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",How   quickly   daft   jumping   zebras   vex
75,reverse the order of words in the string then replace all spaces with exclamation points in the string,"def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  s.replace("" "", ""!"")",b7e41653a6ad8cca72d18dbd93cd64f1,dog!!lazy!a!over!jumps!fox!brown!quick!The,0123456789abcdefABCDEF,"laborum?!est!id!anim!mollit!deserunt!officia!qui!culpa!in!sunt!proident,!non!cupidatat!occaecat!sint!Excepteur!pariatur.!nulla!fugiat!eu!dolore!cillum!esse!velit!voluptate!in!reprehenderit!in!dolor!irure!aute!Duis!consequat.!commodo!ea!ex!aliquip!ut!nisi!laboris!ullamco!exercitation!nostrud!quis!veniam,!minim!ad!enim!Ut!aliqua.!magna!dolore!et!labore!ut!incididunt!tempor!eiusmod!do!sed!elit,!adipiscing!consectetur!amet,!sit!dolor!ipsum!Lorem","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",vex!!zebras!jumping!daft!quickly!How
76,reverse the order of words in the string then remove the first and last two characters of the string,"def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  s[2:-2]",74e1e7b34081dc933d0fc1749e471e86,g! lazy a over jumps fox brown quick T,23456789abcdefABCD,"borum? est id anim mollit deserunt officia qui culpa in sunt proident, non cupidatat occaecat sint Excepteur pariatur. nulla fugiat eu dolore cillum esse velit voluptate in reprehenderit in dolor irure aute Duis consequat. commodo ea ex aliquip ut nisi laboris ullamco exercitation nostrud quis veniam, minim ad enim Ut aliqua. magna dolore et labore ut incididunt tempor eiusmod do sed elit, adipiscing consectetur amet, sit dolor ipsum Lor","#$%&'()*+,-./:;<=>?@[\]^_`{|",x! zebras jumping daft quickly H
77,reverse the order of words in the string then removes all vowels from the string,"def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  """".join(char for char in s if char not in ""aeiouAEIOU"")",2cab8e3f1e11ebdc31e642175dc693e1,dg! lzy  vr jmps fx brwn qck Th,0123456789bcdfBCDF,"lbrm? st d nm mllt dsrnt ffc q clp n snt prdnt, nn cpdtt ccct snt xcptr prtr. nll fgt  dlr cllm ss vlt vlptt n rprhndrt n dlr rr t Ds cnsqt. cmmd  x lqp t ns lbrs llmc xrcttn nstrd qs vnm, mnm d nm t lq. mgn dlr t lbr t ncddnt tmpr smd d sd lt, dpscng cnscttr mt, st dlr psm Lrm","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",vx! zbrs jmpng dft qckly Hw
78,reverse the order of words in the string then remove every third character from the string,"def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  """".join(char for i, char in enumerate(s) if i % 3 != 0)",80fc1a85518eae112a29d0e9905c0c96,og lzya ve jmp fx ron uik he,124578abdeABDE,"abru? stidanm olitdeerntofica uicupainsut rodet,no cpiatt ccect in Eceter aratr.nulafuia e dloe ilumese elt olptteinrereenert n olr rue ut Discoseua. omod e e aiqiputnii abri ulacoexrctaio nstudqus enam mni a eimUtalqu. aga olreetlaor u iciidnttepo eusoddose eit aipscngcoseteuramt,si dlo isu Lre","""#%&()+,./;<>?[\^_{|~",ex zbrs umin dftqucky ow
79,"reverse the order of words in the string then drop the last half of the string, as computed by characters","def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  s[: len(s) // 2]",9d281ec6cd1c718d3f9fc1cbe1435212,dog! lazy a over jump,0123456789a,"laborum? est id anim mollit deserunt officia qui culpa in sunt proident, non cupidatat occaecat sint Excepteur pariatur. nulla fugiat eu dolore cillum esse velit voluptate in reprehenderit in dolor irure aute Duis consequa","!""#$%&'()*+,-./:",vex! zebras jumpin
80,reverse the order of words in the string then replace spaces with triple spaces,"def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  s.replace("" "", ""   "")",d009aad3ce1c7f3345c4b12f974c4f46,dog!   lazy   a   over   jumps   fox   brown   quick   The,0123456789abcdefABCDEF,"laborum?   est   id   anim   mollit   deserunt   officia   qui   culpa   in   sunt   proident,   non   cupidatat   occaecat   sint   Excepteur   pariatur.   nulla   fugiat   eu   dolore   cillum   esse   velit   voluptate   in   reprehenderit   in   dolor   irure   aute   Duis   consequat.   commodo   ea   ex   aliquip   ut   nisi   laboris   ullamco   exercitation   nostrud   quis   veniam,   minim   ad   enim   Ut   aliqua.   magna   dolore   et   labore   ut   incididunt   tempor   eiusmod   do   sed   elit,   adipiscing   consectetur   amet,   sit   dolor   ipsum   Lorem","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",vex!   zebras   jumping   daft   quickly   How
81,"reverse the order of words in the string then drop the first half of the string, as computed by number of words","def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),",fa3bc982052ae3750607b87fa0dd7a4d,jumps fox brown quick The,0123456789abcdefABCDEF,"commodo ea ex aliquip ut nisi laboris ullamco exercitation nostrud quis veniam, minim ad enim Ut aliqua. magna dolore et labore ut incididunt tempor eiusmod do sed elit, adipiscing consectetur amet, sit dolor ipsum Lorem","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",daft quickly How
82,reverse the order of words in the string then add the word apples after every word in the string,"def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  "" "".join(word + "" apples"" for word in s.split())",d2ff74f8c5440a3bae2e432c1aa6347d,dog! apples lazy apples a apples over apples jumps apples fox apples brown apples quick apples The apples,0123456789abcdefABCDEF apples,"laborum? apples est apples id apples anim apples mollit apples deserunt apples officia apples qui apples culpa apples in apples sunt apples proident, apples non apples cupidatat apples occaecat apples sint apples Excepteur apples pariatur. apples nulla apples fugiat apples eu apples dolore apples cillum apples esse apples velit apples voluptate apples in apples reprehenderit apples in apples dolor apples irure apples aute apples Duis apples consequat. apples commodo apples ea apples ex apples aliquip apples ut apples nisi apples laboris apples ullamco apples exercitation apples nostrud apples quis apples veniam, apples minim apples ad apples enim apples Ut apples aliqua. apples magna apples dolore apples et apples labore apples ut apples incididunt apples tempor apples eiusmod apples do apples sed apples elit, apples adipiscing apples consectetur apples amet, apples sit apples dolor apples ipsum apples Lorem apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",vex! apples zebras apples jumping apples daft apples quickly apples How apples
83,reverse the order of words in the string then make every other character in the string uppercase,"def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))",e2e29845d86068a0f33132c024aac739,DoG! lAzY A OvEr jUmPs fOx bRoWn qUiCk THe,0123456789AbCdEfABCDEF,"LaBoRuM? eSt iD AnIm mOlLiT DeSeRuNt oFfIcIa qUi cUlPa iN SuNt pRoIdEnT, nOn cUpIdAtAt oCcAeCaT SiNt EXcEpTeUr pArIaTuR. nUlLa fUgIaT Eu dOlOrE CiLlUm eSsE VeLiT VoLuPtAtE In rEpReHeNdErIt iN DoLoR IrUrE AuTe DUiS CoNsEqUaT. cOmMoDo eA Ex aLiQuIp uT NiSi lAbOrIs uLlAmCo eXeRcItAtIoN NoStRuD QuIs vEnIaM, mInIm aD EnIm UT AlIqUa. MaGnA DoLoRe eT LaBoRe uT InCiDiDuNt tEmPoR EiUsMoD Do sEd eLiT, aDiPiScInG CoNsEcTeTuR AmEt, SiT DoLoR IpSuM LoReM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",VeX! zEbRaS JuMpInG DaFt qUiCkLy HOw
84,"reverse the order of words in the string then delete all excamation points, question marks, and periods from the string","def process(s):
    s =  "" "".join(s.split()[::-1])
    s =  """".join([x for x in s if x not in "".!?""])",23f153e3a87cb3b460ce7981cfdf2f80,dog lazy a over jumps fox brown quick The,0123456789abcdefABCDEF,"laborum est id anim mollit deserunt officia qui culpa in sunt proident, non cupidatat occaecat sint Excepteur pariatur nulla fugiat eu dolore cillum esse velit voluptate in reprehenderit in dolor irure aute Duis consequat commodo ea ex aliquip ut nisi laboris ullamco exercitation nostrud quis veniam, minim ad enim Ut aliqua magna dolore et labore ut incididunt tempor eiusmod do sed elit, adipiscing consectetur amet, sit dolor ipsum Lorem","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",vex zebras jumping daft quickly How
85,"drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  s.replace("" "", ""!"")",cf0cecc6be1f09d39205a79ab1cbf516,jumps!over!a!lazy!dog!,0123456789abcdefABCDEF,"commodo!consequat.!Duis!aute!irure!dolor!in!reprehenderit!in!voluptate!velit!esse!cillum!dolore!eu!fugiat!nulla!pariatur.!Excepteur!sint!occaecat!cupidatat!non!proident,!sunt!in!culpa!qui!officia!deserunt!mollit!anim!id!est!laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",jumping!zebras!vex!
86,"drop the first half of the string, as computed by number of words then remove the first and last two characters of the string","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  s[2:-2]",12b11ca08c08e66fe41567d82fa93131,mps over a lazy do,23456789abcdefABCD,"mmodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",mping zebras ve
87,"drop the first half of the string, as computed by number of words then removes all vowels from the string","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  """".join(char for char in s if char not in ""aeiouAEIOU"")",d1509abaf0f62dc9e4acc8d4636e4fb1,jmps vr  lzy dg!,0123456789bcdfBCDF,"cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",jmpng zbrs vx!
88,"drop the first half of the string, as computed by number of words then remove every third character from the string","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  """".join(char for i, char in enumerate(s) if i % 3 != 0)",1dc1ebeaadf35bf79ff21e10544ee5da,ums ve alay og,124578abdeABDE,omod cnsqut.Dus ut iur dlo i rprhedeitinvoupat vli esecilu dloe u ugatnulapaiaur Eceter in ocaca cpiatt onpridnt sntincupaqu ofiiadeerntmoli aimides lboum,"""#%&()+,./;<>?[\^_{|~",umin zbrs ex
89,"drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  s[: len(s) // 2]",5c719eff23245cc4efa1a450cbd697d6,jumps over ,0123456789a,commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pari,"!""#$%&'()*+,-./:",jumping z
90,"drop the first half of the string, as computed by number of words then replace spaces with triple spaces","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  s.replace("" "", ""   "")",70da6bc723ccc951ba7d490634ba26fc,jumps   over   a   lazy   dog!,0123456789abcdefABCDEF,"commodo   consequat.   Duis   aute   irure   dolor   in   reprehenderit   in   voluptate   velit   esse   cillum   dolore   eu   fugiat   nulla   pariatur.   Excepteur   sint   occaecat   cupidatat   non   proident,   sunt   in   culpa   qui   officia   deserunt   mollit   anim   id   est   laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",jumping   zebras   vex!
91,"drop the first half of the string, as computed by number of words then reverse the order of words in the string","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  "" "".join(s.split()[::-1])",3cad08567b2c340a575597a24a418f49,dog! lazy a over jumps,0123456789abcdefABCDEF,"laborum? est id anim mollit deserunt officia qui culpa in sunt proident, non cupidatat occaecat sint Excepteur pariatur. nulla fugiat eu dolore cillum esse velit voluptate in reprehenderit in dolor irure aute Duis consequat. commodo","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",vex! zebras jumping
92,"drop the first half of the string, as computed by number of words then add the word apples after every word in the string","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  "" "".join(word + "" apples"" for word in s.split())",347600febe508781d5c04e2e8bba749c,jumps apples over apples a apples lazy apples dog! apples,0123456789abcdefABCDEF apples,"commodo apples consequat. apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laborum? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",jumping apples zebras apples vex! apples
93,"drop the first half of the string, as computed by number of words then make every other character in the string uppercase","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))",28fad220d73c25c1eec6ad70cfd7926c,JuMpS OvEr a lAzY DoG!,0123456789AbCdEfABCDEF,"CoMmOdO CoNsEqUaT. DUiS AuTe iRuRe dOlOr iN RePrEhEnDeRiT In vOlUpTaTe vElIt eSsE CiLlUm dOlOrE Eu fUgIaT NuLlA PaRiAtUr. ExCePtEuR SiNt oCcAeCaT CuPiDaTaT NoN PrOiDeNt, SuNt iN CuLpA QuI OfFiCiA DeSeRuNt mOlLiT AnIm iD EsT LaBoRuM?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",JuMpInG ZeBrAs vEx!
94,"drop the first half of the string, as computed by number of words then delete all excamation points, question marks, and periods from the string","def process(s):
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),
    s =  """".join([x for x in s if x not in "".!?""])",f933d9a936ae7edf633694fef613c320,jumps over a lazy dog,0123456789abcdefABCDEF,"commodo consequat Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",jumping zebras vex
95,add the word apples after every word in the string then remove all instances of the letter e from the string,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  s.replace(""e"", """")",a7ebc74f8ce6c3f65e4329d83605d38e,Th appls quick appls brown appls fox appls jumps appls ovr appls a appls lazy appls dog! appls,0123456789abcdfABCDEF appls,"Lorm appls ipsum appls dolor appls sit appls amt, appls conscttur appls adipiscing appls lit, appls sd appls do appls iusmod appls tmpor appls incididunt appls ut appls labor appls t appls dolor appls magna appls aliqua. appls Ut appls nim appls ad appls minim appls vniam, appls quis appls nostrud appls xrcitation appls ullamco appls laboris appls nisi appls ut appls aliquip appls x appls a appls commodo appls consquat. appls Duis appls aut appls irur appls dolor appls in appls rprhndrit appls in appls voluptat appls vlit appls ss appls cillum appls dolor appls u appls fugiat appls nulla appls pariatur. appls Excptur appls sint appls occacat appls cupidatat appls non appls proidnt, appls sunt appls in appls culpa appls qui appls officia appls dsrunt appls mollit appls anim appls id appls st appls laborum? appls","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appls",How appls quickly appls daft appls jumping appls zbras appls vx! appls
96,add the word apples after every word in the string then replace all spaces with exclamation points in the string,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  s.replace("" "", ""!"")",7d24403a04017253dd549134a4fa6d15,The!apples!quick!apples!brown!apples!fox!apples!jumps!apples!over!apples!a!apples!lazy!apples!dog!!apples,0123456789abcdefABCDEF!apples,"Lorem!apples!ipsum!apples!dolor!apples!sit!apples!amet,!apples!consectetur!apples!adipiscing!apples!elit,!apples!sed!apples!do!apples!eiusmod!apples!tempor!apples!incididunt!apples!ut!apples!labore!apples!et!apples!dolore!apples!magna!apples!aliqua.!apples!Ut!apples!enim!apples!ad!apples!minim!apples!veniam,!apples!quis!apples!nostrud!apples!exercitation!apples!ullamco!apples!laboris!apples!nisi!apples!ut!apples!aliquip!apples!ex!apples!ea!apples!commodo!apples!consequat.!apples!Duis!apples!aute!apples!irure!apples!dolor!apples!in!apples!reprehenderit!apples!in!apples!voluptate!apples!velit!apples!esse!apples!cillum!apples!dolore!apples!eu!apples!fugiat!apples!nulla!apples!pariatur.!apples!Excepteur!apples!sint!apples!occaecat!apples!cupidatat!apples!non!apples!proident,!apples!sunt!apples!in!apples!culpa!apples!qui!apples!officia!apples!deserunt!apples!mollit!apples!anim!apples!id!apples!est!apples!laborum?!apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~!apples",How!apples!quickly!apples!daft!apples!jumping!apples!zebras!apples!vex!!apples
97,add the word apples after every word in the string then remove the first and last two characters of the string,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  s[2:-2]",b751537a6d11cbc8afceec46a826c634,e apples quick apples brown apples fox apples jumps apples over apples a apples lazy apples dog! appl,23456789abcdefABCDEF appl,"rem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua. apples Ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apples consequat. apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laborum? appl","#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appl",w apples quickly apples daft apples jumping apples zebras apples vex! appl
98,add the word apples after every word in the string then removes all vowels from the string,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  """".join(char for char in s if char not in ""aeiouAEIOU"")",0bb3d5d9cd9d52f32b496cc9284de556,Th ppls qck ppls brwn ppls fx ppls jmps ppls vr ppls  ppls lzy ppls dg! ppls,0123456789bcdfBCDF ppls,"Lrm ppls psm ppls dlr ppls st ppls mt, ppls cnscttr ppls dpscng ppls lt, ppls sd ppls d ppls smd ppls tmpr ppls ncddnt ppls t ppls lbr ppls t ppls dlr ppls mgn ppls lq. ppls t ppls nm ppls d ppls mnm ppls vnm, ppls qs ppls nstrd ppls xrcttn ppls llmc ppls lbrs ppls ns ppls t ppls lqp ppls x ppls  ppls cmmd ppls cnsqt. ppls Ds ppls t ppls rr ppls dlr ppls n ppls rprhndrt ppls n ppls vlptt ppls vlt ppls ss ppls cllm ppls dlr ppls  ppls fgt ppls nll ppls prtr. ppls xcptr ppls snt ppls ccct ppls cpdtt ppls nn ppls prdnt, ppls snt ppls n ppls clp ppls q ppls ffc ppls dsrnt ppls mllt ppls nm ppls d ppls st ppls lbrm? ppls","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ ppls",Hw ppls qckly ppls dft ppls jmpng ppls zbrs ppls vx! ppls
99,add the word apples after every word in the string then remove every third character from the string,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  """".join(char for i, char in enumerate(s) if i % 3 != 0)",85025146fa53973a31d2c17411f88330,heaple qic apls ron ppesfo apls ums ppesovr ppesa ppeslay ppesdo! ppes,124578abdeABDE apls,"orm ppesipumaple dlo apls itaple aet apls onecetr ppesadpicig ppeselt,aple sd ppesdoaple eusodaple tmpr ppesiniddut ppesutaple lboe ppesetaple dloe ppesmanaaple aiqa.aple U apls ni apls d ppesmiimaple vnim,aple qisaple nstudaple eerittin ppesulamo ppeslaors ppesnii ppesutaple aiqipaple e apls a ppescomoo ppescoseua. ppesDus ppesaue ppesirreaple dlo apls n ppesrereenert ppesinaple vlutae ppesveitaple eseaple cllm ppesdoor apls u ppesfuia apls ula ppespaiaur apls xcpturaple sntaple ocaca apls updaataple nn ppespridnt apls un apls n ppescupaaple qi ppesofica ppesdeerntaple mllt ppesanm ppesidaple et ppeslaorm?aple","""#%&()+,./;<>?[\^_{|~ ppes",owaple qiclyaple dftaple jmpngaple zbrs ppesve! ppes
100,"add the word apples after every word in the string then drop the last half of the string, as computed by characters","def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  s[: len(s) // 2]",99fd32c8bd467bbb8ae5ef9a90342d3b,The apples quick apples brown apples fox apples jump,0123456789abcd,"Lorem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua. apples Ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apple","!""#$%&'()*+,-./:;<=",How apples quickly apples daft apples j
101,add the word apples after every word in the string then replace spaces with triple spaces,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  s.replace("" "", ""   "")",55426481d3b6bd428892d19f6ba89a25,The   apples   quick   apples   brown   apples   fox   apples   jumps   apples   over   apples   a   apples   lazy   apples   dog!   apples,0123456789abcdefABCDEF   apples,"Lorem   apples   ipsum   apples   dolor   apples   sit   apples   amet,   apples   consectetur   apples   adipiscing   apples   elit,   apples   sed   apples   do   apples   eiusmod   apples   tempor   apples   incididunt   apples   ut   apples   labore   apples   et   apples   dolore   apples   magna   apples   aliqua.   apples   Ut   apples   enim   apples   ad   apples   minim   apples   veniam,   apples   quis   apples   nostrud   apples   exercitation   apples   ullamco   apples   laboris   apples   nisi   apples   ut   apples   aliquip   apples   ex   apples   ea   apples   commodo   apples   consequat.   apples   Duis   apples   aute   apples   irure   apples   dolor   apples   in   apples   reprehenderit   apples   in   apples   voluptate   apples   velit   apples   esse   apples   cillum   apples   dolore   apples   eu   apples   fugiat   apples   nulla   apples   pariatur.   apples   Excepteur   apples   sint   apples   occaecat   apples   cupidatat   apples   non   apples   proident,   apples   sunt   apples   in   apples   culpa   apples   qui   apples   officia   apples   deserunt   apples   mollit   apples   anim   apples   id   apples   est   apples   laborum?   apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~   apples",How   apples   quickly   apples   daft   apples   jumping   apples   zebras   apples   vex!   apples
102,add the word apples after every word in the string then reverse the order of words in the string,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  "" "".join(s.split()[::-1])",9884f44520e0261eb4b1545c2ff2ed64,apples dog! apples lazy apples a apples over apples jumps apples fox apples brown apples quick apples The,apples 0123456789abcdefABCDEF,"apples laborum? apples est apples id apples anim apples mollit apples deserunt apples officia apples qui apples culpa apples in apples sunt apples proident, apples non apples cupidatat apples occaecat apples sint apples Excepteur apples pariatur. apples nulla apples fugiat apples eu apples dolore apples cillum apples esse apples velit apples voluptate apples in apples reprehenderit apples in apples dolor apples irure apples aute apples Duis apples consequat. apples commodo apples ea apples ex apples aliquip apples ut apples nisi apples laboris apples ullamco apples exercitation apples nostrud apples quis apples veniam, apples minim apples ad apples enim apples Ut apples aliqua. apples magna apples dolore apples et apples labore apples ut apples incididunt apples tempor apples eiusmod apples do apples sed apples elit, apples adipiscing apples consectetur apples amet, apples sit apples dolor apples ipsum apples Lorem","apples !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",apples vex! apples zebras apples jumping apples daft apples quickly apples How
103,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words","def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  "" "".join(s.split()[len(s.split ()) // 2 :])),",48e67a258aaf6db539f85f65e372ce44,apples over apples a apples lazy apples dog! apples,apples,"apples consequat. apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laborum? apples",apples,jumping apples zebras apples vex! apples
104,add the word apples after every word in the string then make every other character in the string uppercase,"def process(s):
    s =  "" "".join(word + "" apples"" for word in s.split())
    s =  """".join(char.upper() if i % 2 == 0 else char for i, char in enumerate(s))",3a70ccf2a1f4e199c56a0b7346f36343,ThE ApPlEs qUiCk aPpLeS BrOwN ApPlEs fOx aPpLeS JuMpS ApPlEs oVeR ApPlEs a aPpLeS LaZy aPpLeS DoG! aPpLeS,0123456789AbCdEfABCDEF aPpLeS,"LoReM ApPlEs iPsUm aPpLeS DoLoR ApPlEs sIt aPpLeS AmEt, ApPlEs cOnSeCtEtUr aPpLeS AdIpIsCiNg aPpLeS ElIt, ApPlEs sEd aPpLeS Do aPpLeS EiUsMoD ApPlEs tEmPoR ApPlEs iNcIdIdUnT ApPlEs uT ApPlEs lAbOrE ApPlEs eT ApPlEs dOlOrE ApPlEs mAgNa aPpLeS AlIqUa. ApPlEs UT ApPlEs eNiM ApPlEs aD ApPlEs mInIm aPpLeS VeNiAm, ApPlEs qUiS ApPlEs nOsTrUd aPpLeS ExErCiTaTiOn aPpLeS UlLaMcO ApPlEs lAbOrIs aPpLeS NiSi aPpLeS Ut aPpLeS AlIqUiP ApPlEs eX ApPlEs eA ApPlEs cOmMoDo aPpLeS CoNsEqUaT. aPpLeS DuIs aPpLeS AuTe aPpLeS IrUrE ApPlEs dOlOr aPpLeS In aPpLeS RePrEhEnDeRiT ApPlEs iN ApPlEs vOlUpTaTe aPpLeS VeLiT ApPlEs eSsE ApPlEs cIlLuM ApPlEs dOlOrE ApPlEs eU ApPlEs fUgIaT ApPlEs nUlLa aPpLeS PaRiAtUr. ApPlEs EXcEpTeUr aPpLeS SiNt aPpLeS OcCaEcAt aPpLeS CuPiDaTaT ApPlEs nOn aPpLeS PrOiDeNt, ApPlEs sUnT ApPlEs iN ApPlEs cUlPa aPpLeS QuI ApPlEs oFfIcIa aPpLeS DeSeRuNt aPpLeS MoLlIt aPpLeS AnIm aPpLeS Id aPpLeS EsT ApPlEs lAbOrUm? ApPlEs","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ aPpLeS",HoW ApPlEs qUiCkLy aPpLeS DaFt aPpLeS JuMpInG ApPlEs zEbRaS ApPlEs vEx! ApPlEs
